user_id,movie_id,rating,user_id_mean,age_mean,gender_mean,movie_id_mean,year_mean,main_genre_mean
1,5,3,3.576,3.46964633807,3.52885677604,3.29333333333,3.3651043305,3.68895470675
1,41,2,3.576,3.46964633807,3.52885677604,3.0,3.3651043305,3.36493692288
1,46,4,3.576,3.46964633807,3.52885677604,3.4347826087,3.42796131139,3.68895470675
1,50,5,3.576,3.46964633807,3.52885677604,4.36622390892,4.15290933694,3.42107181918
1,57,5,3.576,3.46964633807,3.52885677604,3.97368421053,3.42796131139,3.68895470675
1,66,4,3.576,3.46964633807,3.52885677604,3.56834532374,3.3651043305,3.36493692288
1,71,3,3.576,3.46964633807,3.52885677604,3.78680203046,3.42796131139,3.49743881616
1,77,4,3.576,3.46964633807,3.52885677604,3.29230769231,3.52747437405,3.68895470675
1,87,5,3.576,3.46964633807,3.52885677604,3.87096774194,3.52747437405,3.68895470675
1,106,4,3.576,3.46964633807,3.52885677604,2.87301587302,3.32502256318,3.68895470675
1,109,5,3.576,3.46964633807,3.52885677604,3.44628099174,3.32502256318,3.36493692288
1,110,1,3.576,3.46964633807,3.52885677604,2.53571428571,3.3651043305,3.36493692288
1,156,4,3.576,3.46964633807,3.52885677604,3.97037037037,3.45923781959,3.54408148929
1,162,4,3.576,3.46964633807,3.52885677604,3.57446808511,3.70863683663,3.68895470675
1,169,5,3.576,3.46964633807,3.52885677604,4.47524752475,3.52747437405,3.36493692288
1,178,5,3.576,3.46964633807,3.52885677604,4.35849056604,4.0353200883,3.68895470675
1,182,4,3.576,3.46964633807,3.52885677604,3.95477386935,3.58143236074,3.68895470675
1,192,4,3.576,3.46964633807,3.52885677604,4.05102040816,3.88193743693,3.68895470675
1,199,4,3.576,3.46964633807,3.52885677604,4.2027027027,4.0353200883,3.68895470675
1,223,5,3.576,3.46964633807,3.52885677604,4.18803418803,3.32502256318,3.68895470675
1,238,4,3.576,3.46964633807,3.52885677604,3.86725663717,3.74854932302,3.36493692288
2,255,4,3.68421052632,3.6487804878,3.53331884373,3.39333333333,3.37048424289,3.36493692288
2,269,4,3.68421052632,3.6487804878,3.53331884373,3.93309859155,3.37048424289,3.36493692288
2,274,3,3.68421052632,3.6487804878,3.53331884373,3.52601156069,3.3651043305,3.36493692288
2,284,4,3.68421052632,3.6487804878,3.53331884373,3.15730337079,3.32502256318,3.36493692288
2,311,5,3.68421052632,3.6487804878,3.53331884373,3.69565217391,3.37048424289,3.68895470675
3,271,3,2.81632653061,3.46964633807,3.52885677604,3.27083333333,3.37048424289,3.42107181918
3,326,2,2.81632653061,3.46964633807,3.52885677604,3.39102564103,3.37048424289,3.68895470675
3,333,2,2.81632653061,3.46964633807,3.52885677604,3.61607142857,3.37048424289,3.54408148929
3,344,4,2.81632653061,3.46964633807,3.52885677604,3.59574468085,3.37048424289,3.68895470675
3,352,2,2.81632653061,3.46964633807,3.52885677604,2.08695652174,3.37048424289,3.36493692288
4,11,4,4.34782608696,3.46964633807,3.52885677604,3.83886255924,3.3651043305,3.54408148929
5,145,1,2.87116564417,3.48666832793,3.53331884373,2.43103448276,3.45923781959,3.42107181918
5,204,4,2.87116564417,3.48666832793,3.53331884373,3.84076433121,3.82224909311,3.36493692288
5,216,1,2.87116564417,3.48666832793,3.53331884373,3.89772727273,3.71073605251,3.36493692288
5,228,5,2.87116564417,3.48666832793,3.53331884373,3.81981981982,3.75854214123,3.42107181918
5,250,3,2.87116564417,3.48666832793,3.53331884373,3.47674418605,3.37048424289,3.42107181918
5,387,3,2.87116564417,3.48666832793,3.53331884373,3.35,3.52747437405,3.68895470675
5,396,5,2.87116564417,3.48666832793,3.53331884373,2.72916666667,3.42796131139,3.36493692288
5,398,2,2.87116564417,3.48666832793,3.53331884373,2.04347826087,3.52747437405,3.42107181918
5,420,3,2.87116564417,3.48666832793,3.53331884373,3.64935064935,3.92361111111,3.49743881616
5,438,1,2.87116564417,3.48666832793,3.53331884373,1.33333333333,3.71691176471,3.15379163714
